COMPLEXID,the_geom,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
0,POINT (-73.88301526256825 40.80154966176421),N,9011202,2,1021046,2,0,2,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,20024001,0,EAST RIVER
0,POINT (-73.98117680933096 40.70794557178953),N,9023928,2,1021047,2,0,1,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,10037101,0,EAST RIVER
0,POINT (-74.18094435223894 40.583284921919514),N,221348,1,1021048,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50005901,0,MAIN CRK
0,POINT (-73.91385095132257 40.7445183840706),N,108715,2,13498,1,4000000,4,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,DCP,44279501,0,JOHN DOWNING PARK
0,POINT (-74.04175924191875 40.62938547554868),N,9023593,2,1021050,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30022901,0,UPPER NEW YORK BAY
413,POINT (-73.7889822161013 40.6597715138578),X,58384,2,1016711,4,4542256,4,11/01/2012 12:00:00 AM +0000,10/23/2015 12:00:00 AM +0000,6,OTHER,49754040,0,KENNEDY AIRPORT BLDG 260
0,POINT (-73.97628261311571 40.74521687610838),,35742,1,1017006,7,1020151,1,11/13/2012 12:00:00 AM +0000,11/13/2012 12:00:00 AM +0000,2,OTHER,,1022223,GERALDINE SCHOTTENSTEIN CULTURAL CENTER
0,POINT (-73.99416211691788 40.7259149536808),,32559,2,1017007,3,1008451,1,11/13/2012 12:00:00 AM +0000,11/13/2012 12:00:00 AM +0000,3,OTHER,,1062372,45 BLEECKER ST THEATRE
413,POINT (-73.78902223354648 40.641184980270076),X,284420,2,1016564,4,4542203,4,10/25/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754078,0,JFK TERMINAL 2
0,POINT (-73.95608227774139 40.730915473354905),,35011,1,1615,1,3064592,3,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,9,NYPD,,3083513,ASCENSION CHURCH GREENPOINT
0,POINT (-73.96828575584132 40.803365918701886),,310577,2,1030054,8,1057302,1,07/11/2017 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,2,OTHER,,1047586,BLOOMINGDALE SCHOOL OF MUSIC
4164,POINT (-73.88253430202882 40.8341407814225),G,196824,2,1030209,1,0,2,08/15/2017 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,OTHER,21209501,0,STARLIGHT PARK
4164,POINT (-73.88214181837594 40.834207872930726),X,260318,2,1030568,9,0,2,11/22/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,OTHER,21209502,0,STARLIGHT PARK PLAYGROUND
4164,POINT (-73.88266856929538 40.83346087997109),X,154866,2,1030569,8,0,2,11/22/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,OTHER,21209505,0,STARLIGHT PARK SOCCER FIELD
4164,POINT (-73.88176055192456 40.8347227122608),X,260318,2,1030570,1,0,2,11/22/2017 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,OTHER,21209503,0,STARLIGHT PARK PICNIC AREA
413,POINT (-73.80489317846809 40.647690851808676),X,54536,2,1027015,4,4542330,4,10/29/2015 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,OTHER,40029492,0,JFK BUILDING 20
0,POINT (-74.06675446292691 40.620602914076066),N,9023944,2,1021051,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50006001,0,UPPER BAY
311,POINT (-73.92257700311447 40.84605654399048),X,158535,1,15139,2,2092104,2,05/14/2009 12:00:00 AM +0000,02/01/2013 12:00:00 AM +0000,5,DoITT,26381009,2015968,SEDGWICK PROJECTS CHILDRENS CTR
0,POINT (-74.19436125230949 40.59610977636588),N,223135,2,1021052,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50007001,0,NECK CREEK
0,POINT (-73.86205112957644 40.65577287228015),N,9010301,1,1021054,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30022501,0,OLD MILL CRK
0,POINT (-74.01336342597139 40.60064492096046),N,9023692,2,1021055,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30021101,0,GRAVESEND BAY
0,POINT (-74.05291675240767 40.60315303448659),N,193803,1,1021056,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50007201,0,THE NARROWS
0,POINT (-74.12097611233001 40.63935494499944),N,253830,1,1021064,3,0,5,07/17/2013 12:00:00 AM +0000,07/24/2013 12:00:00 AM +0000,13,OTHER,54988001,0,STATEN ISLAND CEMETERY
0,POINT (-74.2231538027891 40.533013416486426),,107893,1,1021084,1,0,5,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,4,OTHER,,0,BLOOMINGDALE WOODS
0,POINT (-74.16021785412228 40.52851308141468),,110160,1,1021104,1,0,5,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,4,OTHER,,0,BLUEBERRY PARK
0,POINT (-74.01344506915973 40.70556026713496),,257485,2,1021105,2,0,1,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,13,OTHER,,0,BOWLING GREEN BULL
444,POINT (-73.9523746739329 40.795960000292546),,37842,2,14896,1,0,1,05/14/2009 12:00:00 AM +0000,10/14/2015 12:00:00 AM +0000,4,DPR,,0,NUTTERS BATTERY AND FORT CLINTON SITE
0,POINT (-74.01109138084914 40.64055742047476),,20692,1,824,9,0,3,05/14/2009 12:00:00 AM +0000,11/09/2017 12:00:00 AM +0000,4,DoITT,,0,RAINBOW PLAYGROUND
0,POINT (-73.74862475108932 40.648786768885536),N,249929,1,1021124,5,0,4,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,12,OTHER,40015901,0,BOG CREEK
413,POINT (-73.7893378441405 40.64616856648511),X,284447,1,1016750,4,4542297,4,11/02/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754087,0,JFK TERMINAL 8 PARKING GARAGE
545,POINT (-73.92249099785603 40.77974946494542),,68799,1,987,9,0,4,05/14/2009 12:00:00 AM +0000,11/09/2017 12:00:00 AM +0000,4,DoITT,,0,CHARYBDIS PLAYGROUND
0,POINT (-73.94585430775473 40.691594167186445),,31167,2,3223,1,3329652,3,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,9,NYPD,,0,ST AMBROSE CHURCH
0,POINT (-73.93379142229468 40.69792094338344),,44413,2,14946,1,3326176,3,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,9,NYPD,,3095511,ST MARKS CHUR LUTH
0,POINT (-73.74001923445321 40.64902718600853),N,222690,2,1021125,5,0,4,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,12,OTHER,40016101,0,HOOK CREEK
0,POINT (-73.7388308046078 40.64832212225439),N,62516,2,1021126,5,0,4,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,12,OTHER,40016201,0,HOOK CREEK BASIN
0,POINT (-73.94585690506801 40.82474128336544),,38912,2,3818,1,1081820,1,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,9,NYPD,,0,MT ZION LUTHERAN CHURCH
0,POINT (-73.94275923207816 40.71120151945458),,9005093,1,3270,1,3330102,3,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,9,NYPD,,3090163,ST JOHN EVANGELIST LUTHERAN CHURCH
0,POINT (-74.0031279245935 40.68926434193849),G,23420,2,1021244,7,0,3,07/24/2013 12:00:00 AM +0000,07/24/2013 12:00:00 AM +0000,6,OTHER,31156501,0,PORT AUTHORITY OF N Y N J PIERS
2919,POINT (-73.83026191082286 40.61894886861624),G,135281,2,1021246,1,0,4,07/24/2013 12:00:00 AM +0000,07/24/2013 12:00:00 AM +0000,4,OTHER,41320001,0,JAMAICA BAY WILDLIFE REFUGE
0,POINT (-73.96089181834459 40.70422754981811),,30698,1,1025769,4,3060116,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3076598,BAIS YAAKOV DKHAL ADAS YEREIM SCHOOL BEDFORD AV
176,POINT (-73.99926129908421 40.579958221408525),X,9008297,1,7615,3,3331081,3,05/14/2009 12:00:00 AM +0000,10/11/2012 12:00:00 AM +0000,1,DCP,34572507,3238099,GRAVESEND HOUSES BUILDING 6
286,POINT (-74.00457067360625 40.674243569469716),X,9001093,1,1013273,3,3332226,3,06/07/2012 12:00:00 AM +0000,11/07/2012 12:00:00 AM +0000,1,OTHER,31182010,3011052,RED HOOK E HOUSES BLDG 9
219,POINT (-73.88511437579474 40.657395801524025),X,9001631,1,8165,3,3324017,3,05/14/2009 12:00:00 AM +0000,10/16/2012 12:00:00 AM +0000,1,DCP,35634007,3132472,LINDEN PROJECTS BUILDING 6
133,POINT (-73.87295838309588 40.66907655475415),X,9002796,1,6401,3,3337039,3,05/14/2009 12:00:00 AM +0000,10/05/2012 12:00:00 AM +0000,1,DCP,33123811,3130291,CYPRESS HILLS PROJECTS BLDG 9
236,POINT (-73.98399532519629 40.59190279037954),X,9005609,1,14585,3,3322155,3,05/14/2009 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000,1,DCP,35895508,3244727,MARLBORO HOUSES BUILDING 7
259,POINT (-73.93680743895911 40.59836711958005),X,9005566,2,6601,3,3320776,3,05/14/2009 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000,1,DCP,36703205,3254811,NOSTRAND PROJECTS BUILDING 4
236,POINT (-73.97870512977437 40.59035475008422),X,9006276,2,13251,3,3322184,3,05/14/2009 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000,1,DCP,35895526,3244757,MARLBORO PROJECTS BUILDING 25
0,POINT (-73.9861510410218 40.63254427995722),,20327,1,1025730,5,3128816,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3169899,BOBOVER YESHIVA BNEI ZION SCHOOL 48 ST
3758,POINT (-73.9951933527909 40.584684571928726),G,18834,1,1025748,1,0,3,01/15/2015 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000,4,OTHER,31255001,0,DREIER-OFFERMAN PARK
0,POINT (-73.93952367940794 40.665320526272815),,42972,2,1025749,16,3393264,3,01/15/2015 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,2,OTHER,,9107934,LUBAVITCHER YESHIVA CROWN HEIGHTS
0,POINT (-73.88282587475591 40.64570458458575),,9009444,1,1025750,17,3339160,3,01/15/2015 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000,2,OTHER,,3133232,BEER HAGOLAH INSTITUTES SCHOOL
0,POINT (-73.98301315065981 40.59842637820885),,19219,1,1025751,17,3189815,3,01/15/2015 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000,2,OTHER,,3240978,GESHER YEHUDA SCHOOL
0,POINT (-73.96247558720667 40.59883372276069),,25648,2,1025752,6,3192152,3,01/15/2015 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000,2,OTHER,,3243500,TORAH ACADEMY OF BROOKLYN
0,POINT (-73.98649008900034 40.63734226648075),,21309,1,1025753,4,3135954,3,01/16/2015 12:00:00 AM +0000,01/16/2015 12:00:00 AM +0000,2,OTHER,,3177843,MOSDOS CHASIDEI SQUARE 43 ST
0,POINT (-73.95697049852255 40.70135838991626),,30859,1,1025754,4,3335318,3,01/16/2015 12:00:00 AM +0000,01/16/2015 12:00:00 AM +0000,2,OTHER,,3077653,MOSDOS CHASIDEI SQUARE HEYWARD ST
0,POINT (-73.97775857591542 40.624697786057716),,127201,1,1025756,4,3129528,3,01/16/2015 12:00:00 AM +0000,01/16/2015 12:00:00 AM +0000,2,OTHER,,3170694,BAIS YAAKOU DCHASIDEI GUR
0,POINT (-73.83831636637073 40.72297530690914),,82867,2,1025757,16,4437364,4,01/20/2015 12:00:00 AM +0000,01/20/2015 12:00:00 AM +0000,2,OTHER,,58906,BNOS MALKA ACADEMY
0,POINT (-73.99788075222408 40.640068325279366),,127235,2,1025759,16,3137077,3,01/20/2015 12:00:00 AM +0000,01/20/2015 12:00:00 AM +0000,2,OTHER,,3179150,YESHIVA KEHLATH YAKOV
0,POINT (-73.9418481257561 40.61870376650836),,148525,2,1025760,5,3210464,3,01/20/2015 12:00:00 AM +0000,01/20/2015 12:00:00 AM +0000,2,OTHER,,3265182,ZVI DOV ROTH ACADEMY OF YESHIVA RAMBAM
0,POINT (-73.80939174967894 40.7219039384383),,90519,1,1025761,4,4147910,4,01/20/2015 12:00:00 AM +0000,01/20/2015 12:00:00 AM +0000,2,OTHER,,162220,YESHIVA KETANA OF QUEENS
0,POINT (-73.95443547407191 40.69879748296328),,30872,2,1025762,4,3329613,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3060160,YASHIVA BNEI SHIMON YISRAEL
0,POINT (-73.95888656930947 40.59802367918541),,25820,1,1025763,6,3199477,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3252310,YESHIVAT OR HATORAH HIGH SCHOOL
0,POINT (-73.93875334437728 40.59201672456518),,39819,1,1025764,4,3203616,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3257143,YESHIVAT OR HATORAH ELEMENTARY SCHOOL
0,POINT (-73.950555677442 40.62979916168537),,27442,2,1025765,16,3206364,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3260355,YESHIVA VYELIPOL
0,POINT (-73.96269493100834 40.6154229127086),,26981,1,1025766,4,3180770,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3229288,BET YAAKOV OROT SARAH SCHOOL
0,POINT (-73.992611792765 40.62388210863923),,20172,1,1025767,4,3132384,3,01/22/2015 12:00:00 AM +0000,01/22/2015 12:00:00 AM +0000,2,OTHER,,3173802,BAIS SARAH SCHOOL
0,POINT (-73.99362588337002 40.622882335370896),,20042,2,1025768,4,3133050,3,01/22/2015 12:00:00 AM +0000,03/03/2015 12:00:00 AM +0000,2,OTHER,,3174550,YALDEINU SCHOOL
0,POINT (-73.83466904027917 40.718851173686865),,113827,2,1025770,4,4052771,4,01/22/2015 12:00:00 AM +0000,01/26/2015 12:00:00 AM +0000,2,OTHER,,59005,SHAAREI ZION OHEL BRACHA SCHOOL
0,POINT (-73.98993200374525 40.667352476004545),,162181,2,3597,1,3023392,3,05/14/2009 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,9,NYPD,,0,HOLY FAMILY RC CHURCH PARK SLOPE
3479,POINT (-73.91319697224458 40.83613901671473),,174350,2,1478,1,0,2,05/14/2009 12:00:00 AM +0000,10/22/2013 12:00:00 AM +0000,4,DPR,,0,DRED SCOTT BIRD SANCTUARY
207,POINT (-73.92171292880182 40.67574986728589),X,43633,2,8309,3,3257063,3,05/14/2009 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,35403817,3047421,KINGSBOROUGH PROJECTS BLDG 15
286,POINT (-74.00499440896138 40.67504667630179),X,21715,1,1013274,3,3332230,3,06/07/2012 12:00:00 AM +0000,11/07/2012 12:00:00 AM +0000,1,OTHER,31182009,3011059,RED HOOK E PROJECTS BLDG 8
0,POINT (-73.89529909491262 40.67179779032382),,47561,,11127,4,3083929,3,05/14/2009 12:00:00 AM +0000,10/07/2013 12:00:00 AM +0000,10,DoITT,,3112908,EAST NEW YORK DIAGNOSTIC & TREATMENT CENTER
0,POINT (-73.99058252014274 40.759905291351174),,33958,1,1028871,3,1024997,1,12/05/2016 12:00:00 AM +0000,12/05/2016 12:00:00 AM +0000,3,OTHER,,1023854,DAVENPORT THEATRE
0,POINT (-73.8918144012881 40.7431765320473),,74443,1,4067,1,4030675,4,05/14/2009 12:00:00 AM +0000,03/09/2015 12:00:00 AM +0000,9,NYPD,,34922,ADVENTIST JACKSON HEIGHT
0,POINT (-73.90598020477299 40.72291221786177),,73601,2,11961,6,4060053,4,05/14/2009 12:00:00 AM +0000,03/09/2015 12:00:00 AM +0000,2,EMS,,67328,LUTHER HS
232,POINT (-73.94973037274356 40.69630801745725),X,9000454,2,7358,3,3324239,3,05/14/2009 12:00:00 AM +0000,10/17/2012 12:00:00 AM +0000,1,DCP,35873519,3312879,MARCY PROJECTS BUILDING 18
0,POINT (-73.98831760685212 40.74864922650581),N,33909,1,16193,1,0,1,05/14/2009 12:00:00 AM +0000,10/08/2013 12:00:00 AM +0000,4,DPR,11165501,0,GREELEY SQUARE
0,POINT (-74.2123339024261 40.507696786589925),,159350,,8653,11,0,5,05/14/2009 12:00:00 AM +0000,10/22/2013 12:00:00 AM +0000,6,NOAA,,0,PRINCES BAY RANGE FRONT LIGHT
259,POINT (-73.9363493870736 40.59688562520045),,9008070,1,4277,2,3320779,3,05/14/2009 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000,5,DoITT,,0,KINGS BAY YM-YWHA NURSERY ANNEX
0,POINT (-74.01220565568194 40.64369613481756),,161652,1,4482,3,3013917,3,05/14/2009 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,5,DoITT,,3018314,UNITED SENIOR CITIZENS CENTER OF SUNSET PARK
1519,POINT (-73.909370140019 40.91001126654824),X,292076,1,1007580,4,2116937,2,08/17/2011 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,5,OTHER,21370007,0,GOLDFINE PAVILION
3418,POINT (-74.02729945130268 40.60686360110424),X,195426,1,1021267,6,0,3,07/24/2013 12:00:00 AM +0000,10/08/2013 12:00:00 AM +0000,8,OTHER,35244034,0,FT HAMILTON DOUBLEDAY APARTMENTS
3418,POINT (-74.02784539804294 40.60927468821767),X,195343,1,1021268,6,3394492,3,07/24/2013 12:00:00 AM +0000,10/08/2013 12:00:00 AM +0000,8,OTHER,35244014,5152493,FT HAMILTON ACS
1519,POINT (-73.90819007823625 40.91024387324963),X,119295,1,1007904,4,2116936,2,08/22/2011 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,5,OTHER,21370006,9114137,J RESNICK PAVILION
194,POINT (-73.91958730076277 40.67040640553063),,9002040,1,1016808,3,3039448,3,11/05/2012 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,1,OTHER,,9108259,HOWARD AVENUE PARK PLACE BUILDING 7G
194,POINT (-73.9196076752481 40.67033709336324),,9002040,1,1016809,3,3039447,3,11/05/2012 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,1,OTHER,,9108257,HOWARD AVENUE PARK PLACE BUILDING 7H
194,POINT (-73.91962012825736 40.670208785890466),,9002045,1,1016810,3,3348346,3,11/05/2012 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,1,OTHER,,9108255,HOWARD AVENUE PARK PLACE BUILDING 7I
0,POINT (-73.88381548105669 40.7510480705116),,76364,2,15486,3,4437135,4,05/14/2009 12:00:00 AM +0000,03/06/2015 12:00:00 AM +0000,5,DoITT,,40345,BFFY CATHERINE SHERIDAN SENIOR CENTER
0,POINT (-73.84868720935668 40.72143092991818),,82406,2,10547,7,4077468,4,05/14/2009 12:00:00 AM +0000,03/06/2015 12:00:00 AM +0000,2,DoITT,,85770,BRAMSON ORT COLLEGE
286,POINT (-74.0044454509576 40.67487935651128),X,21862,2,1013275,3,3332225,3,06/07/2012 12:00:00 AM +0000,11/07/2012 12:00:00 AM +0000,1,OTHER,31182008,3011050,RED HOOK E HOUSES BLDG 7
0,POINT (-73.88441172019797 40.751303568221196),,76360,1,11966,4,4437133,4,05/14/2009 12:00:00 AM +0000,03/06/2015 12:00:00 AM +0000,2,EMS,,40344,ST JOAN ARC SCHL
418,POINT (-73.7090816770281 40.75200537413559),,103331,1,19508,4,4463084,4,05/14/2009 12:00:00 AM +0000,03/06/2015 12:00:00 AM +0000,10,EMS,,9207058,RONALD MACDONA HOU
286,POINT (-74.00548217741003 40.675864136428096),X,21708,1,1013269,3,3332216,3,06/07/2012 12:00:00 AM +0000,11/08/2012 12:00:00 AM +0000,1,OTHER,31182014,3011036,RED HOOK E HOUSES BLDG 13
286,POINT (-74.00601835652607 40.676751691181806),X,9001302,1,1013270,3,3332069,3,06/07/2012 12:00:00 AM +0000,11/08/2012 12:00:00 AM +0000,1,OTHER,31182013,3011034,RED HOOK E PROJECTS BLDG 12
286,POINT (-74.00515601255738 40.67651795631879),X,9001080,2,1013271,3,3332227,3,06/07/2012 12:00:00 AM +0000,11/08/2012 12:00:00 AM +0000,1,OTHER,31182012,5127466,RED HOOK E PROJECTS BLDG 11
286,POINT (-74.00529539169794 40.67438172803921),X,21713,1,1013272,3,3398223,3,06/07/2012 12:00:00 AM +0000,11/07/2012 12:00:00 AM +0000,1,OTHER,31182011,3011060,RED HOOK E HOUSES BLDG 10
228,POINT (-73.9548866823541 40.816309603154245),X,9001361,1,12931,3,1084127,1,05/14/2009 12:00:00 AM +0000,02/14/2013 12:00:00 AM +0000,1,DCP,12576004,1050932,MANHATTANVILLE HOUSES BUILDING 3
149,POINT (-73.94114858153722 40.787591195815196),X,9000999,1,8703,3,1083936,1,05/14/2009 12:00:00 AM +0000,02/11/2013 12:00:00 AM +0000,1,DCP,11990004,1042560,EAST RIVER HOUSES BUILDING 2
0,POINT (-73.9882644990307 40.67041117148188),,162207,1,1029628,1,3022079,3,04/20/2017 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,9,OTHER,,0,ST THOMAS AQUINAS CHURCH PARK SLOPE
0,POINT (-73.9719736389245 40.78914939036397),,37321,2,1029629,12,0,1,04/20/2017 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,4,OTHER,,0,WEST SIDE COMMUNITY GARDEN
0,POINT (-73.799004289506 40.70786786430925),,57468,2,15644,4,4209032,4,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,2,DoITT,,232253,JAMAICA SDA ELEMENTARY SCHOOL
0,POINT (-73.93397585955978 40.65381263231814),,41985,1,14690,4,3108481,3,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,2,DoITT,,3145852,BATALLION CHRISTIAN ACADEMY
193,POINT (-73.92032817176776 40.667353462493374),G,9007723,2,7936,3,0,3,05/14/2009 12:00:00 AM +0000,10/12/2012 12:00:00 AM +0000,1,NYCHA,31191501,0,HOWARD AVENUE HOUSES
0,POINT (-73.97824593462323 40.765051397294464),,269899,2,2724,4,1023724,1,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,7,NYPD,,1023267,SALISBURY HOTL
113,POINT (-74.09656669428873 40.642427476328834),G,9005404,2,12439,3,0,5,05/14/2009 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,NYCHA,52181001,0,CASSIDY LAFAYETTE HOUSES
199,POINT (-73.97881295954744 40.69383817316411),X,29927,2,19683,3,3335228,3,09/15/2008 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,31175502,3073609,INGERSOLL HOUSES BUILDING 16
199,POINT (-73.9805912627059 40.69384214895298),X,115100,2,19692,3,3257039,3,09/15/2008 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,31175511,3073921,INGERSOLL HOUSES BUILDING 25
0,POINT (-73.7990858896477 40.707929058143556),,57468,2,4048,1,4209032,4,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,9,EMS,,232253,ADVENTIST JAMAICA CHURCH
0,POINT (-73.9782874278674 40.67998666991003),,28938,2,11438,16,3018820,3,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,2,DoITT,,3024021,PARK SLOPE CHRISTIAN ACADEMY
0,POINT (-73.95554064785298 40.80604494512162),,38480,1,1029630,10,1059072,1,04/20/2017 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,4,OTHER,,5177244,JCC HARLEM
0,POINT (-73.97849521559333 40.76515260937006),,269899,2,4161,1,1023724,1,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,9,NYPD,,1023267,CALVARY BAPTIST CHURCH
0,POINT (-73.94611164522583 40.80619081154467),,166542,1,3832,1,1053452,1,05/14/2009 12:00:00 AM +0000,03/13/2015 12:00:00 AM +0000,9,NYPD,,1043181,GREATER BETHEL AME CHURCH
398,POINT (-73.89448341942273 40.87275025723661),G,80092,2,14432,7,0,2,05/14/2009 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,2,DCP,24580001,0,H H LEHMAN COLLEGE
259,POINT (-73.93679204034689 40.594658652758774),X,9003315,1,7646,3,3345789,3,05/14/2009 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000,1,DCP,36703215,3255988,NOSTRAND HOUSES BUILDING 14
168,POINT (-73.91440248416342 40.67041234882425),X,9002261,2,6501,3,3080727,3,05/14/2009 12:00:00 AM +0000,10/05/2012 12:00:00 AM +0000,1,DCP,34327002,3107266,MARCUS GARVEY HOUSES BLDG 1
267,POINT (-73.92844375720378 40.672022126505084),X,9001877,2,6442,3,3036565,3,05/14/2009 12:00:00 AM +0000,10/22/2012 12:00:00 AM +0000,1,DCP,36935004,3044871,PARK ROCK REHAB BUILDING 3
272,POINT (-73.86392025663827 40.668715729787294),X,9008127,2,8325,3,3326996,3,05/14/2009 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000,1,DCP,37078006,3134014,PINK HOUSES BUILDING 5
171,POINT (-73.92039376728586 40.63626751261027),X,9009225,2,8147,3,3331003,3,05/14/2009 12:00:00 AM +0000,10/05/2012 12:00:00 AM +0000,1,DCP,34444017,3279926,GLENWOOD PROJECTS BUILDING 15
0,POINT (-73.94265579825321 40.80934622254144),,173025,2,6669,1,0,1,05/14/2009 12:00:00 AM +0000,10/03/2012 12:00:00 AM +0000,4,DPR,,0,UNITY PARK
207,POINT (-73.92471982799988 40.67567117047507),G,43501,1,12765,3,0,3,05/14/2009 12:00:00 AM +0000,10/16/2012 12:00:00 AM +0000,1,NYCHA,35403801,0,KINGSBOROUGH PROJECTS COMPLEX
207,POINT (-73.92646670573497 40.67520981922501),X,43397,1,14610,3,3324603,3,05/14/2009 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,35403805,3320730,KINGSBOROUGH HOUSES BLDG 4
171,POINT (-73.92094821536935 40.63367091568521),X,9005676,1,8517,3,3331011,3,05/14/2009 12:00:00 AM +0000,10/05/2012 12:00:00 AM +0000,1,DCP,34444009,5137841,GLENWOOD HOUSES BUILDING 8
176,POINT (-73.99902119595428 40.578401071580174),X,9008270,1,6425,3,3331093,3,05/14/2009 12:00:00 AM +0000,10/11/2012 12:00:00 AM +0000,1,DCP,34572514,3238109,GRAVESEND PROJECTS BUILDING 12
222,POINT (-73.90440212540095 40.66908421618741),X,9002283,1,18536,3,3084013,3,05/14/2009 12:00:00 AM +0000,10/17/2012 12:00:00 AM +0000,1,DCP,35754005,3113036,LOW PROJECTS BUILDING 4
219,POINT (-73.8872082221301 40.65743548892709),X,9001648,2,8697,3,3324019,3,05/14/2009 12:00:00 AM +0000,10/16/2012 12:00:00 AM +0000,1,DCP,35634002,3132474,LINDEN HOUSES BUILDING 1
